"","nct_id","...1","study_type","phase","start_date","completion_date","official_title","enrollment","agency_class","classification","White_percent","Black_percent","POC_percent","Black_POC_percent","female_percent","total_sex","start_year","end_year","years_passed","countries","vi","Countries_name","funding","start_year_binary","id","name","drugs","opioids","N_total","White_N","Black_N","POC_N","Black_POC_N","phase_binary","pain_type","special_population","Black_percent_2","multiple_locations","Location_Black_Percent","Location_Black_N","Nature","kids_2","Nature_2","female_2","veterans_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Black_diff","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","bi_year","diverse_index","Mean_Religious","State_politics","N_binary","Mean_total_bachelor","acute_2","chronic_2","cancer_2","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile","elderly_2","Mean_Total_Population_Overtime","special_population_2"
"356","NCT02820324",424,"Interventional","Phase 3",2016-05-31,2017-01-31,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo and Active-Controlled Study of Oliceridine (TRV130) for the Treatment of Moderate to Severe Acute Pain After Abdominoplasty",401,"Industry",NA,64,31,5,36,99,NA,2016,2017,1,"North America",0,"United States","Industry","After 2013",4845476,"Oliceridine, Placebo, Morphine",1,"Non-opioids",401,257,125,19,144,"Late Phase","acute",NA,31.1720698254364,"yes",0.130775,1954718,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",17.3105704432075,10176,24.1310411003171,90.1517000936758,26.443394441309,93.1757493854458,86.6653227607728,87.64,12.36,"1",51990,"Arizona,California,Maryland,Texas,Texas","60,808,269,624,624",477,39.2,22.38,9.98,8495867.8,62.855,12.28,"After",NA,0.568,"Mixed","large",33.0537881751496,"acute","non-chronic","non-cancer","3","3","2","1","2","3","3","3","3","2","0","3","3","1","3","1","2","2",90.9603285311483,83.4267257123164,89.600025786036,24.6881964817792,60.08,61.04,8203782,88.68,62757.8,26.4,2150525.8,12.94,9.22735273215819,"3","3","3","3","3","0","3","2","3","3","2","1","2","non-elderly",12.4869628270706,"general"
"357","NCT02824562",425,"Interventional",NA,2016-07-31,2017-08-22,"Development of a Behavioral Intervention for Chronic Pain in Individuals With HIV",44,"Other",NA,11,86,3,89,61,NA,2016,2017,1,"North America",0,"United States","Non-Industry","After 2013",4845153,"Intervention, Control",0,"Non-opioids",44,5,38,1,39,NA,"chronic",NA,86.3636363636364,"no",0.2664,1299050,"GOVERNMENT","non-kids","Government","non-female","non-veterans",1.62507069982056,900,22.6392183673469,83.3613868714217,17.195147573548,87.6352559797239,80.1686731141783,90.3,9.7,"1",33928,"Alabama","278",278,39.1,20.7,12.4,2284847,70.725,16,"After",NA,0.77,"R","small",25.3013815767412,"non-acute","chronic","non-cancer","1","3","3","0","0","1","0","0","0","0","1","0","1","0","0","3","3","3",83.9099923887051,75.2848297714992,81.2689247065191,17.8609180462361,52.9,69.625,2238800,90.9,47221,10,1294572,16.2,7.06413513513514,"1","1","0","1","1","3","0","2","0","1","1","3","1","non-elderly",26.6192091789526,"general"
"358","NCT02829944",426,"Interventional","Phase 4",2016-11-30,2019-09-30,"Impact of Local Anesthetic Wound Infiltration on Postoperative Pain Following Cesarean Delivery",84,"Other","United States",56,34,10,44,100,71,2016,2019,3,"North America",0,"United States","Non-Industry","After 2013",4844739,"Ropivacaine, Ketorolac, Placebo",1,"Non-opioids",71,40,24,7,31,"Late Phase","acute","female",33.8028169014084,"no",0.2144,2200760,"NON-PROFIT","non-kids","Non-Government","female","non-veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"1",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"After","1",0.65,"R","small",31.8954262899941,"acute","non-chronic","non-cancer","1","3","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",88.0370717328552,79.5037835947125,84.6947733059304,20.3862351851095,56.1,65.75,4567285,89.6,53764,17,2144650,13.6,8.17658750000001,"2","2","1","2","2","1","2","2","2","2","2","1","1","non-elderly",21.1362452827437,"female"
"359","NCT02837952",NA,"Interventional","Phase 3",2016-08-31,2017-02-01,"A Phase 3, Double-blind, Randomized Safety And Efficacy Study Comparing Multiple Administrations Of Ibu 250 Mg/Apap 500 Mg (Administered As Two Tablets Of Ibu/Apap 125 Mg/250 Mg) To Placebo In The Treatment Of Post Surgical Dental Pain In Adult Subjects",123,"Industry",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,"North America",NA,"United States","Industry",NA,4844127,NA,NA,"Non-opioids",123,112,3,8,11,"Late Phase","acute",NA,2.4390243902439,"no",0.0119,36849,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",15.8792544036682,1574,23.1071315789474,88.5118676712174,22.4551067807172,96.2726626555477,90.2608895874421,90.3,9.7,"1",41752,"Utah","14",14,39.6,NA,NA,1133521,71.825,7.9,"After",NA,0.64,"R","small",35.0448905477656,"acute","non-chronic","non-cancer","2","3","0","1","0","2","2","1","3","3","1","1","0",NA,"0","3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-elderly",1.01320227306022,"general"
"360","NCT02839889",427,"Interventional","Phase 4",2016-09-30,2018-01-11,"A Study to Assess the Tolerability, Safety, and Feasibility of Naloxegol in Patients With Cancer and Opioid-Induced Constipation",12,"Other","United States",60,40,0,40,40,5,2016,2018,2,"North America",0,"United States","Non-Industry","After 2013",4843978,"Naloxegol, Placebo",1,"Non-opioids",5,3,2,0,2,"Late Phase","cancer",NA,40,"yes",0.165033333333333,2237473.33333333,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",72.5756551671526,9596.66666666667,23.2084207055818,85.5593641688612,21.3315925067439,90.9041343619179,84.6882712272592,92.3,7.7,"1",40274.3333333333,"New York,North Carolina,Ohio","292,264,368",308,38.5,27.2666666666667,12.5666666666667,6128397.66666667,61.7416666666667,12.9,"After","0",0.563333333333333,"Mixed","small",32.6723975542103,"non-acute","non-chronic","cancer","0","3","3","3","2","2","0","1","0","0","2","1","2","3","2","0","3","2",88.1792709270979,80.9390911009206,84.9383304303268,19.7044513636718,54.6,61.1333333333333,6011753.33333333,92.6333333333333,56395.3333333333,17.3333333333333,2131820.66666667,13.0666666666667,7.36321326960077,"2","3","1","2","1","0","2","3","2","2","2","1","1","non-elderly",15.9013532112306,"general"
"361","NCT02844946",428,"Interventional",NA,2016-10-03,2018-12-31,"One-Day Life Skills Workshop for Veterans With TBI, Pain and Psychopathology",39,"U.S. Fed","United States",42,19,39,58,0,31,2016,2018,2,"North America",0,"United States","Non-Industry","After 2013",4843593,"Acceptance and Commitment Therapy",0,"Non-opioids",31,13,6,12,18,NA,"chronic","veterans",19.3548387096774,"no",0.1213,3428210,"GOVERNMENT","non-kids","Government","non-female","veterans",10.0313270985708,10375,25.6830383233533,89.9678371268443,25.1026878645774,92.4704183608953,84.7096193249626,81.6,18.4,"1",46572,"Texas","624",624,40.1,26.5,9.3,11283353,62.425,13.7,"After","0",0.64,"R","small",30.2773131098502,"non-acute","chronic","non-cancer","0","3","1","1","2","3","3","2","2","0","0","2","3","3","3","0","3","3",89.9858058298346,80.9542341571405,89.356833684308,23.2421281509342,60.6,61.45,10769844,83.4,58146,37,3270776,13.8,8.16322738853503,"3","3","3","3","3","0","3","0","2","3","3","2","1","non-elderly",11.7389492350246,"veterans"
"362","NCT02848729",429,"Interventional","Phase 4",2016-02-29,2016-03-31,"A Randomized, 2-Way, Parallel, Single-Blind Pharmacokinetic Study to Evaluate the Interaction Between Intravenous Morphine and Orally or Intravenously Administered Acetaminophen in Healthy Subjects",50,"Industry",NA,68,32,NA,32,18,NA,2016,2016,0,"North America",0,"United States","Industry","After 2013",4843302,"Oral Acetaminophen, IV Acetaminophen, IV Morphine, Placebo Tablets, Saline",1,"Non-opioids",50,34,16,0,16,"Late Phase","acute","healthy",32,"yes",0.0911333333333333,1249351,"Mixed","non-kids","Non-Government","non-female","non-veterans",13.2011907344322,3538.66666666667,21.7143990782828,87.0826140111312,22.8706494926474,91.9505498882051,85.879541066727,90.4666666666667,9.53333333333333,"1",44938.3333333333,"Arizona,Florida,Rhode Island","60,620,7",229,38.6333333333333,17.9333333333333,10.2666666666667,4406610.33333333,65.225,12.7666666666667,"After",NA,0.52,"Mixed","small",31.5315593389132,"acute","non-chronic","non-cancer","1","3","1","1","1","1","2","2","2","2","1","2","1","0","1","2","2","1",89.7473786275402,82.7460336291435,85.5343944803053,20.1924038556349,60.6666666666667,60.8583333333333,4257059.66666667,91.0666666666667,56601.3333333333,13.3333333333333,1168490,13.5,8.19433533333333,"3","3","1","2","3","0","1","2","2","1","1","1","1","non-elderly",8.32887674151571,"general"
"363","NCT02852434",430,"Interventional","Phase 3",2016-07-31,2017-04-30,"Self-administered Lidocaine Gel for Pain-control During Cervical Preparation for Dilation and Evacuation: A Randomized Controlled Trial",72,"Other","United States",48,33,19,52,100,69,2016,2017,1,"North America",0,"United States","Non-Industry","After 2013",4843019,"Lidocaine Gel (2%), Lidocaine Paracervical Block (1%)",1,"Non-opioids",69,33,23,13,36,"Late Phase","acute","female",33.3333333333333,"no",0.0579,2274110,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,"1",51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"After",NA,0.49,"D","small",34.3650287791398,"acute","non-chronic","non-cancer","1","3","0","2","3","2","3","3","3","3","2","3","3","2","3","0","2","0",92.1200891643829,85.6062206171081,89.2399791068873,24.3115108840907,54.4,53.825,14075264,92.7,66637,37,2160958,13.9,12.8882948837209,"3","3","3","3","1","0","3","3","3","3","3","2","3","non-elderly",5.50562309310592,"female"
"364","NCT02855567",NA,"Interventional","N/A",2016-08-06,2017-12-05,"The Role of Acupuncture in Post-Operative Pain Management in Gynecological Patients",110,"Other",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,"North America",NA,"United States","Non-Industry",NA,4842778,NA,NA,"Non-opioids",110,47,23,40,63,NA,"acute","female",20.9090909090909,"no",0.1566,3065470,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"1",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"After","0",0.46,"D","small",37.275328091991,"acute","non-chronic","non-cancer","2","3","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",88.603361859064,81.9366970419252,83.8814835822777,23.1116468141426,55,51.55,8281968,93.9,61437,15,2829419,11.9,5.82084523809524,"2","3","0","3","1","0","3","3","3","1","3","1","0","non-elderly",14.3295902126325,"female"
"365","NCT02863575",NA,"Interventional","Phase 3",2017-10-24,2018-04-06,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY COMPARING THE ANALGESIC EFFICACY AND SAFETY OF A SINGLE ORAL DOSE OF A NOVEL FIXED-DOSE COMBINATION OF IBUPROFEN 400 MG WITH CAFFEINE 100 MG TO IBUPROFEN 400 MG AND TO PLACEBO IN THE TREATMENT OF POST-SURGICAL DENTAL PAIN IN OTHERWISE HEALTHY SUBJECTS",374,"Industry",NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,"North America",NA,"United States","Industry",NA,4842167,NA,NA,"Non-opioids",374,346,4,24,28,"Late Phase","acute",NA,1.06951871657754,"no",0.0119,36849,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",15.8792544036682,1574,23.1071315789474,88.5118676712174,22.4551067807172,96.2726626555477,90.2608895874421,90.3,9.7,"0",41752,"Utah","14",14,39.6,NA,NA,1133521,71.825,7.9,"After",NA,0.64,"R","large",35.0448905477656,"acute","non-chronic","non-cancer","3","3","0","1","0","2","2","1","3","3","1","1","0",NA,"0","3","0","3",95.575054308435,88.0906907294809,86.7058823529412,31.1428571428571,67.4,71,1084810,90.8,69789,1,35689,8.7,11.7639157894737,"3","3","2","3","3","3","0","2","3","0","0","0","3","non-elderly",1.15057773903366,"general"
"366","NCT02881112",431,"Interventional",NA,2016-03-31,2017-12-14,"An Open-Label, Non-Controlled Study to Evaluate Outcomes of Pulsed Electromagnetic Field (PEMF) Therapy in Subjects With Various Pain Etiologies",180,"Industry","United States",83,8,9,17,69,180,2016,2017,1,"North America",0,"United States","Industry","After 2013",4840824,"Provant Therapy System",0,"Non-opioids",180,149,15,16,31,NA,"chronic",NA,8.33333333333333,"yes",0.10915,1107242.16666667,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",11.0369777554465,3678.375,23.217382724399,88.4604128050583,22.6737819909328,92.6393898322437,85.8529959798301,90.0625,9.9375,"0",43066.75,"Alabama,Arizona,Arizona,Florida,Idaho,Idaho,Michigan,Washington","278,60,60,620,1,1,277,79",172,37.9875,17.7666666666667,9.16666666666667,3429664.5,68.290625,12.7875,"After",NA,0.54625,"Mixed","small",29.4974512511607,"non-acute","chronic","non-cancer","2","3","1","1","1","2","2","1","2","2","1","1","0","0","1","3","2","1",89.4535107743738,81.5166276886136,89.117499095493,22.2210437551007,59.5125,66.665625,3320962.625,90.85,56640.75,12.6666666666667,831035.625,13.2125,8.82503291891892,"3","3","3","2","3","2","1","2","2","1","0","1","1","non-elderly",8.55567795637627,"general"
"367","NCT02887989",432,"Interventional",NA,2016-11-16,2017-08-17,"Immersive Virtual Reality Intervention for Non-Opioid Pain Management: A Randomized Controlled Trial",140,"Other","United States",64,26,10,36,50,240,2016,2017,1,"North America",0,"United States","Non-Industry","After 2013",4840297,"Virtual Reality, Health and Wellness Channel",0,"Non-opioids",120,77,31,12,43,NA,"acute",NA,25.8333333333333,"no",0.0579,2274110,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,"1",51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"After","0",0.49,"D","small",34.3650287791398,"acute","non-chronic","non-cancer","2","3","0","2","3","2","3","3","3","3","2","3","3","2","3","0","2","0",92.1200891643829,85.6062206171081,89.2399791068873,24.3115108840907,54.4,53.825,14075264,92.7,66637,37,2160958,13.9,12.8882948837209,"3","3","3","3","1","0","3","3","3","3","3","2","3","non-elderly",5.50562309310592,"general"
"368","NCT02901054",433,"Interventional",NA,2016-08-25,2016-11-17,"Investigation of Cerebrospinal Fluid (CSF) Pharmacokinetics of Ondansetron",19,"Other","United States",93,7,0,7,53,15,2016,2016,0,"North America",0,"United States","Non-Industry","After 2013",4839294,"Ondansetron",1,"Non-opioids",15,14,1,0,1,NA,"acute",NA,6.66666666666667,"no",0.1149,701334,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",9.34495529008618,2240,16.3708844444444,86.5721280636538,19.1841207549887,90.5094580547174,83.2023371089981,90,10,"0",37179,"Missouri","318",318,40.3,20.9,8.9,2819383,69.05,11.9,"After","0",0.6,"R","small",29.5879678888084,"acute","non-chronic","non-cancer","0","3","1","0","0","0","1","0","0","0","1","0","2","0","0","3","2","3",88.2844244648746,79.9296096747282,86.9730248232065,18.1836912700975,63.8,66.7,2774831,91.1,55016,13,698734,13,6.22706666666667,"2","2","2","1","3","2","1","3","2","1","0","1","0","non-elderly",11.4678155260135,"general"
"369","NCT02913222",435,"Interventional",NA,2017-02-04,2021-01-21,"Movement Pattern Training in People With Intra-articular, Prearthritic Hip Disorders",46,"Other","United States",83,10,7,17,60,42,2017,2021,4,"North America",0,"United States","Non-Industry","After 2013",4838363,"Rehabilitation",0,"Non-opioids",42,35,4,3,7,NA,"chronic",NA,9.52380952380952,"yes",0.11335,1065997,"GOVERNMENT","non-kids","Government","non-female","non-veterans",20.719969690542,4884,17.6926198263889,87.1067024317173,19.4792672638108,90.0462724426177,83.9402258804049,92.1,7.9,"0",37869.5,"Missouri,Pennsylvania","318,308",313,39.3,19.3,8.85,4276005.5,69.1375,11.7,"After","0",0.565,"R","small",30.7037928555975,"non-acute","chronic","non-cancer","1","3","1","2","1","0","2","0","0","0","1","0","2","0","1","3","1","2",88.8779795304977,82.0391688115717,86.1164707584564,18.7978072855501,58.65,68.1375,4241941.5,92.7,58907.5,16,1031042.5,11.15,9.05949891384391,"2","3","2","1","2","2","1","3","2","1","1","0","1","non-elderly",11.0188586055051,"general"
"370","NCT02915978",NA,"Interventional","Phase 2",2016-12-31,2017-02-10,"A Phase 2 Multicenter, Randomized, Double-Blind, Multiple-Dose, Parallel-Group, Placebo-Controlled Study of Fentanyl Sublingual Spray for the Treatment of Moderate to Severe Post-Operative Pain",45,"Industry",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,"North America",NA,"United States","Industry",NA,4838154,NA,NA,"Opioids",45,29,14,2,16,"Early Phase","acute",NA,31.1111111111111,"yes",0.05145,1295786,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",22.7159824838658,13410,22.7823554274395,90.4231241430209,25.9946994366044,93.8475935748419,87.7883976792873,90.5,9.5,"1",49611.5,"Arizona,California","60,808",434,38.45,17.25,9.45,8721158.5,60.325,13.45,"After",NA,0.51,"Mixed","small",31.9883121053621,"acute","non-chronic","non-cancer","1","3","0","2","3","2","3","3","3","3","1","3","3","0","3","0","3","1",91.5824871518566,84.7053219341973,89.5022420364781,23.603274654665,58.85,57.875,8520903,91.35,61868.5,21,1222718,15,9.30887544186045,"3","3","3","3","2","0","3","3","3","2","1","2","2","non-elderly",4.80500521186096,"general"
"371","NCT02917603",436,"Interventional",NA,2016-09-01,2018-03-31,"Shared Decision Making to Improve Palliative Care in the Nursing Home",40,"Other","United States",98,2,0,2,72,40,2016,2018,2,"North America",0,"United States","Non-Industry","After 2013",4838031,"Web Conferencing",0,"Non-opioids",40,39,1,0,1,NA,"pallative",NA,2.5,"no",0.1149,701334,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",9.34495529008618,2240,16.3708844444444,86.5721280636538,19.1841207549887,90.5094580547174,83.2023371089981,90,10,"0",37179,"Missouri","318",318,40.3,20.9,8.9,2819383,69.05,11.9,"After","0",0.6,"R","small",29.5879678888084,"non-acute","non-chronic","non-cancer","1","3","1","0","0","0","1","0","0","0","1","0","2","0","0","3","2","3",88.2844244648746,79.9296096747282,86.9730248232065,18.1836912700975,63.8,66.7,2774831,91.1,55016,13,698734,13,6.22706666666667,"2","2","2","1","3","2","1","3","2","1","0","1","0","non-elderly",11.4678155260135,"general"
"372","NCT02922985",437,"Interventional","Phase 4",2016-10-31,2017-07-31,"Multimodal Pain Management for Cesarean Delivery: A Randomized Control Trial",120,"Other","United States",21,13,66,79,100,120,2016,2017,1,"North America",0,"United States","Non-Industry","After 2013",4837620,"Intravenous acetominophen, Ketorolac, intramuscular, Bupivacaine, subcutaneous, Normal saline",1,"Non-opioids",120,25,16,79,95,"Late Phase","acute","female",13.3333333333333,"no",0.1213,3428210,"GOVERNMENT","non-kids","Government","female","non-veterans",10.0313270985708,10375,25.6830383233533,89.9678371268443,25.1026878645774,92.4704183608953,84.7096193249626,81.6,18.4,"1",46572,"Texas","624",624,40.1,26.5,9.3,11283353,62.425,13.7,"After",NA,0.64,"R","small",30.2773131098502,"acute","non-chronic","non-cancer","2","3","1","1","2","3","3","2","2","0","0","2","3","3","3","0","3","3",89.9858058298346,80.9542341571405,89.356833684308,23.2421281509342,60.6,61.45,10769844,83.4,58146,37,3270776,13.8,8.16322738853503,"3","3","3","3","3","0","3","0","2","3","3","2","1","non-elderly",11.7389492350246,"female"
"373","NCT02923245",438,"Interventional",NA,2015-09-30,2016-11-05,"Point-of-Care-Ultrasound Assessment of Bladder Fullness for Girls Awaiting Radiology-Performed Transabdominal Pelvic Ultrasound: A Randomized Controlled Trial",120,"Other","United States",57,8,35,43,100,240,2015,2016,1,"North America",0,"United States","Non-Industry","After 2013",4837600,"point-of-care ultrasound",0,"Non-opioids",120,68,10,42,52,NA,"acute","kids",8.33333333333333,"no",0.0677,71561,"NON-PROFIT","kids","Non-Government","non-female","non-veterans",15.5824957672408,334,20.73832,87.74185136897,23.5593220338983,89.3463952618945,85.5670280587147,95.9,4.1,"1",45727,"Rhode Island","7",7,38.3,20.9,12.2,470168,63.825,10.3,"After",NA,0.49,"D","small",34.5314266746905,"acute","non-chronic","non-cancer","2","3","0","1","0","1","2","2","0","2","3","2","0","0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-elderly",5.43066445264499,"kids"
"374","NCT02944656",440,"Interventional","Phase 4",2016-12-08,2018-06-26,"Gabapentin as an Adjunct to Paracervical Block for Perioperative Pain Management for Surgical Abortion: a Randomized Controlled Trial",114,"Other","United States",24,68,8,76,100,111,2016,2018,2,"North America",0,"United States","Non-Industry","After 2013",4835962,"Gabapentin, Placebo",1,"Non-opioids",111,27,76,8,84,"Late Phase","acute","female",68.4684684684685,"no",0.3161,3289020,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",13.6741976969953,2746,24.2397516666667,87.617356953251,24.5959842592997,91.5827047750272,83.9380333761502,86.6,13.4,"1",44670,"Georgia","542",542,39.2,24.3,11.9,4378391,64.425,14.7,"After","0",0.66,"R","small",32.0235221190875,"acute","non-chronic","non-cancer","2","3","3","1","0","3","2","2","1","0","0","2","3","2","1","1","3","3",89.4458130851821,81.1154164289518,86.4777323916399,23.4371975521265,57.8,62.325,4235301,87.1,53527,23,3205543,15.4,6.5360347107438,"3","3","2","3","2","1","1","1","2","2","3","3","0","non-elderly",31.0904719141532,"female"
"375","NCT02948634",NA,"Interventional","N/A",2016-10-31,2019-06-30,"A Prospective, Randomized, Double-blind, Sham-controlled Study of the Low-level Phoenix Thera-lase 42 Watt Laser in Patients With Chronic Fibromyalgia",28,"Other",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,"North America",NA,"United States","Non-Industry",NA,4835657,NA,NA,"Non-opioids",28,21,7,NA,7,NA,"chronic",NA,25,"no",0.1213,3428210,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",10.0313270985708,10375,25.6830383233533,89.9678371268443,25.1026878645774,92.4704183608953,84.7096193249626,81.6,18.4,"1",46572,"Texas","624",624,40.1,26.5,9.3,11283353,62.425,13.7,"After","0",0.64,"R","small",30.2773131098502,"non-acute","chronic","non-cancer","0","3","1","1","2","3","3","2","2","0","0","2","3","3","3","0","3","3",89.9858058298346,80.9542341571405,89.356833684308,23.2421281509342,60.6,61.45,10769844,83.4,58146,37,3270776,13.8,8.16322738853503,"3","3","3","3","3","0","3","0","2","3","3","2","1","non-elderly",11.7389492350246,"general"
"376","NCT02949271",441,"Interventional","Phase 4",2016-11-08,2017-11-01,"Comparison of Programmed Intermittent Epidural Boluses With Continuous Epidural Infusion for Maintenance of Labor Analgesia",179,"Other","United States",62,32,6,38,100,120,2016,2017,1,"North America",0,"United States","Non-Industry","After 2013",4835610,"Programmed Intermittent Epidural Bolus, Continuous Epidural Infusion, Ropivacaine, Fentanyl",1,"Non-opioids",120,75,38,7,45,"Late Phase","acute","female",31.6666666666667,"no",0.2144,2200760,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"1",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"After","1",0.65,"R","small",31.8954262899941,"acute","non-chronic","non-cancer","2","3","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",88.0370717328552,79.5037835947125,84.6947733059304,20.3862351851095,56.1,65.75,4567285,89.6,53764,17,2144650,13.6,8.17658750000001,"2","2","1","2","2","1","2","2","2","2","2","1","1","non-elderly",21.1362452827437,"female"
"377","NCT02959996",443,"Interventional","Phase 2/Phase 3",2017-03-08,2017-11-03,"Liposomal Bupivacaine at Cesarean Delivery to Decrease Post-operative Pain",80,"Other",NA,78,12,10,22,100,NA,2017,2017,0,"North America",0,"United States","Non-Industry","After 2013",4834788,"Liposomal bupivacaine, Placebo",1,"Non-opioids",79,64,6,9,15,"Early Phase","acute","female",7.59493670886076,"no",0.0763,522357,"NON-PROFIT","non-kids","Non-Government","female","non-veterans",58.5333760063061,4954,20.3650436363636,86.6488909743447,30.2046212572762,92.5748748513401,88.2491152808066,97,3,"0",51842,"Massachusetts","45",45,39.3,23.6,13.5,2928732,61.325,9.8,"After","0",0.33,"D","small",44.4377437165865,"acute","non-chronic","non-cancer","1","3","0","3","1","0","1","3","2","3","3","3","0","1","0","0","0","0",91.4197815933238,87.1566785939269,86.4760527953532,27.681257131003,63.7,59.975,2896402,97.2,76243,3,477846,11.2,9.27905357142857,"3","3","2","3","3","0","1","3","3","0","0","0","2","non-elderly",6.96586892452993,"female"
"378","NCT02961062",NA,"Interventional","Phase 2",2016-12-01,2018-02-21,"A Randomized, Vehicle-controlled, Subject and Investigator-masked, Proof-of-concept Study to Evaluate the Use of Topical Ocular SAF312 in the Treatment of Postoperative Ocular Pain in Patients Undergoing Photorefractive Keratectomy (PRK) Surgery",40,"Industry",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,"North America",NA,"United States","Industry",NA,4834707,NA,NA,"Non-opioids",40,35,1,4,5,"Early Phase","acute",NA,2.5,"yes",0.130675,868765,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",11.9962923090464,2256.75,19.5616927424713,85.1640958506668,22.2792616302192,92.8764181710102,86.8555590728934,91.55,8.45,"0",49923.75,"Maryland,South Dakota,Utah,Virginia","269,1,14,249",133.25,39.475,23.4,11.1,1891960.5,69.41875,9.375,"After",NA,0.595,"Mixed","small",36.0318220383632,"acute","non-chronic","non-cancer","1","3","2","1","0","0","0","1","3","2","1","3","0","1","0","3","0","2",91.0966262940949,83.9583164147647,83.7660188449831,25.1333508086825,63.55,68.4125,1844036,91.925,66285.5,14.5,846591.5,10.4,8.4624780113519,"3","3","0","3","3","2","0","3","3","1","1","0","1","non-elderly",12.686369826422,"general"
